cement152-anm-00625.dat            5.17        1.57        4.82      -0.319        16.1       0.252        1.32       0.256        6.21       0.782       0.321       0.721       0.515        32.2        24.9        11.7        24.8          12       0.423        0.85       0.564       0.489       0.935
cement152-anm-00626.dat            4.83       0.804       -4.22       -0.27        14.5       -1.12        1.05      0.0968        6.46       0.769       0.333       0.708       0.447        27.8          24        11.1          24        11.1       0.429       0.857       0.568         0.5       0.941
cement152-anm-00629.dat            5.76       -5.28      -0.667        1.01        16.2      0.0442      -0.136       -1.13        6.59       0.725       0.355       0.671       0.448        32.2        22.8        18.3        21.9        17.1       0.644       0.945       0.746       0.696       0.969
cement152-anm-00631.dat            4.52        3.97        1.57      -0.815        12.7       -2.17       -1.19       0.636        6.16       0.782       0.355       0.726       0.395        25.7        16.2        12.3        15.7        12.3       0.612       0.928       0.721       0.655       0.956
cement152-anm-00633.dat            6.02        3.94        2.86      -0.615        14.2       -1.55      -0.852       0.223        5.81       0.835       0.425       0.788       0.462          28        22.2        15.9        21.5        14.1       0.575       0.931       0.692       0.643       0.966
cement152-anm-00635.dat            4.22        3.53        1.94      -0.253        18.2       0.704        2.17        1.25        7.26       0.679       0.232        0.58        0.46        36.5        22.3        10.3        22.2        10.3       0.361       0.792       0.507       0.405       0.897
cement152-anm-00638.dat             7.1        -4.8       -2.64        2.17          16        1.03       0.265      -0.135         5.9       0.834       0.445       0.792       0.488        31.4        24.6          19        24.6        19.2       0.692       0.965       0.782       0.752       0.982
cement152-anm-00640.dat            8.69        5.03        2.77        -1.1        20.8       -2.97      -0.375       0.768        6.37       0.765       0.417       0.705       0.482        41.9        30.7        19.9        30.7        19.9       0.556       0.921       0.676        0.62       0.961
cement152-anm-00645.dat               4       -3.08        6.54      -0.913        16.8        1.99       -3.14        2.36        6.99       0.672       0.238       0.567       0.465        33.8        18.7        8.49        18.4        8.93       0.358       0.785       0.504       0.391       0.883
cement152-anm-00646.dat            6.06         5.4        1.39      -0.351          16      -0.299        1.57         1.7        6.02        0.82       0.379       0.769       0.478        30.7          24        14.1          24        14.1       0.518       0.907       0.645       0.588       0.958
cement152-anm-00647.dat            6.72        0.16       -2.54       0.827        19.7       0.924      -0.237        1.02        6.52       0.748       0.342       0.688       0.465        37.2        34.6        16.9        34.6        15.6       0.434       0.861       0.573       0.507       0.945
cement152-anm-00648.dat            6.24       0.992      -0.393        1.47        15.8       0.531       -1.64      -0.945        6.14       0.805       0.395       0.764       0.442        31.6        22.5        16.8        20.5        17.7       0.694       0.952       0.784       0.736       0.971
cement152-anm-00653.dat            5.51        -6.2       -1.59       0.403        15.6       0.467       -1.44        3.21        6.07       0.807       0.354       0.749       0.462        31.2        18.7          16        18.7        16.6       0.686       0.943       0.778       0.718       0.963
cement152-anm-00658.dat             7.2        1.29        1.21       -1.88        14.5       -1.86       -2.25       0.183        5.77       0.855       0.496       0.828       0.452        28.9        24.5        18.7        24.5        18.7       0.702       0.971        0.79       0.766       0.986
cement152-anm-00663.dat            4.48       -2.46       -1.35       0.913          11       0.404      -0.489        -1.6        6.03       0.807       0.409       0.761       0.413        21.8        16.9        10.7        16.8        10.5       0.551       0.921       0.672       0.619       0.963
cement152-anm-00665.dat            5.66        3.42       -2.49       -1.09          19       -2.11        1.98        6.15        6.55       0.739       0.298       0.677       0.452        38.5        22.9        18.2        22.9        17.1       0.576       0.914       0.692       0.618       0.947
cement152-anm-00666.dat            6.33        3.68      -0.945    2.33e-16        16.2       -2.05    2.51e-16       -1.49        6.12       0.807       0.391       0.759       0.448          31        23.3        14.5        23.3        14.5        0.54       0.916       0.663       0.607       0.959
cement152-anm-00668.dat            5.84       -1.47       0.376      -0.389        12.6       0.533       0.644       -0.53        6.05       0.823       0.465       0.788       0.383        25.2          19        14.2          19        14.2        0.65       0.954        0.75       0.712       0.976
cement152-anm-00673.dat            8.79       -14.4       -5.71      -0.975        30.2       0.152       -2.42       0.306        6.79       0.718       0.291       0.633       0.504        59.6        45.3        22.9        44.5        22.7        0.44       0.861       0.579       0.505       0.938
cement152-anm-00674.dat            3.96       -1.84        -2.9        1.36        12.7      -0.769      -0.423      -0.824        6.45       0.753       0.311       0.686       0.453        24.5        22.4        9.91        22.4        9.91       0.422       0.853       0.563       0.495       0.941
cement152-anm-00678.dat            4.72       -1.65        1.99        1.64        15.7       -0.54      -0.214       -1.79        6.65       0.734       0.301       0.663       0.516        30.8        24.8        10.8        24.8        10.8        0.39       0.826       0.534       0.455       0.928
cement152-anm-00690.dat            7.94        4.44        2.44       -2.01        19.7       -2.95       -2.14      -0.229        5.93       0.823       0.403       0.773        0.47          39        25.9        22.3        25.8        22.2       0.701       0.956       0.789       0.744       0.973
cement152-anm-00693.dat            5.24        1.47        3.13      -0.218        16.3     -0.0996       -1.58         0.2        6.31       0.785       0.321       0.725       0.451        31.5        22.6        12.4        22.6        12.2       0.456        0.87       0.592       0.518       0.939
cement152-anm-00694.dat            3.26        3.38           0       0.213        10.5      -0.585      -0.922       0.903         7.2       0.681       0.311       0.604       0.415        20.4        16.7         7.7        16.6           8       0.436        0.86       0.575       0.505       0.941
cement152-anm-00695.dat            7.27       0.236       0.727       0.924        14.3        1.05      -0.986      -0.468        5.65       0.871       0.509       0.846       0.443        28.6        20.9        20.5        20.8        19.7       0.806       0.978       0.866       0.842       0.987
cement152-anm-00697.dat            8.97        -1.6        1.94        1.18        16.4       -1.15       -1.39     1.1e-16        5.65       0.865       0.545       0.847       0.437        32.3        25.7        27.2        25.7          27       0.936       0.992       0.957       0.948       0.995
cement152-anm-00699.dat            5.63       0.974       -5.11       0.992        16.8       -1.55    1.89e-16       -0.85         6.3       0.746       0.335       0.684       0.475        30.6        28.7        14.4        28.7        14.7       0.495       0.899       0.626       0.571       0.959
cement152-anm-00700.dat            5.05         3.7        1.47      -0.251        13.5       -1.32      -0.723       0.953        6.27       0.784       0.373        0.72       0.497        25.5        24.5        11.5        24.5        11.5       0.459       0.878       0.595       0.534       0.951
cement152-anm-00701.dat            5.31        2.17        2.63       0.214        14.8       -1.54        1.44      -0.684        6.05       0.817       0.359       0.763       0.497        29.1          26          12          26          12       0.436       0.862       0.575       0.509       0.944
cement152-anm-00706.dat            5.71         7.8           0          -2        24.6       0.279       -4.44        1.76        7.12       0.681       0.232       0.573       0.449          50        25.4        14.1        25.4        14.1       0.397       0.811        0.54       0.423       0.887
cement152-anm-00707.dat            5.95        2.61       -1.89        1.28        14.2      -0.532        1.64       0.217        6.06       0.801        0.42       0.752       0.456        28.1          22        14.9          22        14.9       0.598        0.94        0.71       0.667       0.971
cement152-anm-00708.dat            7.85        1.84       -5.65        -2.8        20.1       -2.79       0.716        2.09        6.07       0.809       0.391       0.765       0.468        39.5        30.7        22.6        30.7        22.6       0.651       0.956       0.751       0.715       0.977
cement152-anm-00710.dat            6.57        2.42      -0.305      -0.464        13.4      -0.891       -0.49       0.954        5.74       0.861       0.492       0.831        0.42        26.7        22.4        14.8        22.4        14.8       0.604       0.945       0.714       0.676       0.975
cement152-anm-00714.dat            3.64      -0.601       0.437    4.55e-17        11.5        0.61      -0.573       -0.46        6.53       0.769       0.317       0.708       0.467          23        18.9           9        18.9           9       0.432       0.858       0.572       0.502       0.941
cement152-anm-00715.dat            5.82        2.97      -0.762       -1.44          16       -2.24       -1.63         1.1        6.34        0.78       0.363       0.711       0.449        32.1        19.2        18.1        19.2        18.1       0.727        0.95       0.809       0.753       0.967
cement152-anm-00716.dat            5.72        4.82      -0.609    2.98e-16        14.6       0.928        1.97       -1.03        6.03       0.821       0.393       0.765       0.467        28.9        19.1        14.3        19.1        14.3       0.607       0.933       0.717        0.66       0.961
cement152-anm-00717.dat             7.7        3.95        3.71       0.341        20.4       -2.46       -2.31       0.643        6.43       0.757       0.377         0.7       0.447        40.9        30.3        18.8        30.3        18.8       0.533       0.912       0.658         0.6       0.958
cement152-anm-00718.dat            5.35       -6.14      -0.775    3.79e-16        15.1        1.05        0.27       -2.74        6.15        0.79       0.354       0.712       0.426        30.2        14.5        13.4        13.3        13.9       0.693       0.904       0.783       0.673       0.929
cement152-anm-00719.dat            6.63       0.806       -2.48      -0.669        15.4       -1.04         2.2        1.15         5.8       0.843       0.431       0.809       0.433        30.9        20.9        18.2        20.8        18.9       0.745       0.964       0.822       0.783       0.978
cement152-anm-00721.dat            5.46      -0.563     -0.0711       0.604        11.2        1.49       0.188      -0.189        5.96       0.841       0.489       0.816       0.356        22.3        15.5        17.3        15.5        16.7       0.899       0.979       0.932       0.908       0.988
cement152-anm-00722.dat            6.91        10.3         1.3        1.98        24.2       0.311       -0.49       0.319         6.7        0.73       0.286       0.642       0.528        46.9        36.6          16        36.6        15.5       0.374       0.811       0.519       0.436       0.921
cement152-anm-00730.dat            4.86       -7.98       -1.01      -0.506        17.5       0.487       -2.56        1.22        6.76       0.716       0.278       0.612       0.495        34.9        22.9        10.4        22.9        10.4       0.369       0.802       0.515        0.42       0.907
cement152-anm-00732.dat            6.43        3.45        1.36    2.27e-16        15.9       0.286         1.5    9.33e-17        5.96        0.83       0.405       0.777       0.465        31.6        22.9          15        22.9          15       0.558       0.922       0.678       0.622        0.96
cement152-anm-00734.dat            5.91       -2.42       -7.44       0.492        20.3         1.1       0.139        0.14        6.67       0.719       0.291       0.644       0.504        40.7        31.7          13        31.7          13       0.363       0.802       0.508       0.424       0.917
cement152-anm-00741.dat            7.82       0.882      -0.485       -1.22        22.2       -1.59       -2.51        1.89        6.22       0.782       0.352       0.728       0.433        44.7        26.3        21.3        21.9        26.5       0.847       0.931       0.895       0.813       0.956
cement152-anm-00742.dat            6.43      -0.625       0.247      -0.427        13.5       0.125      -0.265        0.74        5.76       0.858       0.475       0.829       0.443        27.1        21.8          15        21.8          15       0.618       0.948       0.725       0.686       0.975
cement152-anm-00745.dat             5.6        3.74        2.72       0.882        14.9      -0.804    9.84e-17       -1.11        5.98       0.806       0.376       0.747       0.486        29.9          26        12.6          26        12.6       0.451       0.872       0.589       0.524       0.947
cement152-anm-00754.dat            6.21         3.1        -1.7    2.16e-16        17.4       0.588      -0.711       0.866        6.15       0.795       0.358        0.73       0.447        34.7        19.5        16.2        19.5        16.2       0.623       0.923       0.729       0.654       0.949
cement152-anm-00755.dat            5.16       -4.23    5.18e-16        1.99        15.1        1.08        3.34       -2.55         6.1       0.767       0.341       0.703       0.444        30.2        19.1        13.4        19.1        13.4       0.559       0.913       0.679        0.61        0.95
cement152-anm-00756.dat            4.21       -1.56       -1.89       -0.31        10.5        0.98       0.539      -0.443        6.13       0.807       0.401        0.76       0.402        20.8        18.2        9.83          18        9.78       0.506       0.904       0.635        0.58       0.959
cement152-anm-00757.dat            6.11        3.02       0.774    1.91e-16        16.1       -1.15        1.81       -1.18        6.05       0.814       0.379       0.755        0.47        31.9        24.8          14        24.8          14       0.497       0.897       0.628       0.567       0.953
cement152-anm-00758.dat            9.74       -6.56       -1.68      -0.856        20.9        1.39       0.762    9.69e-17        5.74       0.849       0.466       0.809       0.532        41.4        35.2        23.5        35.2        23.5       0.617       0.949       0.725       0.689       0.977
cement152-anm-00760.dat               6        5.52      -0.697       -1.06          21       -2.08        2.51        2.37        6.95       0.705       0.286       0.608       0.472          42          26        15.3          26        15.2        0.46       0.865       0.596       0.509       0.927
cement152-anm-00762.dat            4.98        2.43       -1.33      -0.528        13.5       0.213         0.2        1.14        6.38       0.778        0.37        0.72       0.492        26.7        25.2        12.3        25.1        12.2       0.472       0.886       0.606       0.547       0.954
cement152-anm-00767.dat            11.1        1.27       -1.53        1.64        24.3       0.452      -0.057         3.6        6.08       0.768       0.459       0.739       0.445        48.1        35.8        32.9        35.7        32.7       0.788       0.978       0.853       0.829       0.987
cement152-anm-00771.dat            5.98        4.25       -1.09      -0.838        16.5      -0.155       -2.46      -0.802        6.16       0.794       0.362       0.736       0.473          33        20.8        14.7        20.8        14.7       0.562       0.914       0.681       0.612       0.951
cement152-anm-00774.dat            6.52       0.775        1.65       -0.23        15.6       -1.93        1.81       0.859        5.96       0.834       0.417       0.798       0.412        31.8        21.9        16.2        21.8        16.2       0.616       0.938       0.724       0.672       0.965
cement152-anm-00775.dat            4.58       -0.58        3.04      -0.795        13.8       -1.21       0.479       -1.22        6.43       0.767       0.332       0.703       0.465        26.8        20.9        10.7        20.9        10.7       0.451        0.87       0.588       0.519       0.943
cement152-anm-00776.dat            8.55        1.91        -1.8       0.165        17.4       -1.33      -0.168        1.43        5.82       0.839       0.491        0.82       0.448        34.6        31.3        28.7        31.3        28.7       0.871       0.995       0.912       0.907       0.997
cement152-anm-00777.dat             7.5       -2.88       -4.53       0.678        21.2        1.56        2.46       -2.41        6.09       0.785       0.354       0.715       0.464        42.1        21.8        20.9        21.8        20.9       0.689       0.927        0.78       0.698       0.949
cement152-anm-00778.dat            6.39        1.47       -1.77      -0.291          16         1.7        2.69        1.03        5.86       0.829         0.4       0.779       0.462          32        22.4        14.9        22.4        14.9       0.556       0.919       0.676       0.617       0.958
cement152-anm-00780.dat            6.59        12.1        11.4         2.1        37.1       -1.72       -2.71       -1.27        7.51       0.653       0.178        0.53       0.501        74.7        45.2        13.9        45.2        13.9        0.24       0.657       0.386       0.273       0.844
cement152-anm-00782.dat            4.79        4.05       -1.04      -0.263        13.1      -0.259      -0.243      -0.378        5.96       0.806       0.367       0.752       0.467        26.4        21.6        11.1        21.2        10.8       0.457       0.874       0.593       0.527       0.946
cement152-anm-00784.dat            5.87        5.64        1.45       -2.31        18.2       0.009       0.143       -1.13        6.33       0.775       0.322       0.704        0.47        36.6        19.9        16.8        19.5          15        0.56       0.899        0.68       0.588       0.933
cement152-anm-00788.dat            5.12       -10.9        1.38        1.39        23.4        1.48           0       -3.15        6.78       0.718       0.219        0.59       0.431        47.2        19.8        12.8        17.5          12       0.416       0.797       0.557         0.4       0.843
cement152-anm-00793.dat            3.93        5.95       0.751    3.67e-16        13.3      -0.128      -0.673       0.271        6.43       0.744       0.297       0.655       0.499        26.5          20        8.53          20        8.53       0.371       0.808       0.516       0.431       0.918
cement152-anm-00795.dat             4.2       -1.51       0.599       -1.18        11.3      -0.726      -0.681       0.394        6.18       0.757       0.371       0.715       0.397        22.7        20.2        11.4        20.2        11.4       0.531       0.917       0.656       0.607       0.965
cement152-anm-00799.dat            9.32        9.95           0         1.9        26.7        -3.3       -1.81       -3.12         6.1       0.802       0.349       0.728       0.494        54.3        30.8        21.2        30.6        20.8        0.51       0.884       0.639       0.548       0.929
cement152-anm-00802.dat            5.96       -1.52         2.4      -0.543          13      0.0927       -1.47        1.79        5.81       0.856       0.458       0.824       0.424        26.2        21.6        13.4        21.6        13.4       0.564       0.929       0.682       0.636       0.968
cement152-anm-00803.dat            6.56       -3.53       0.446       -0.45        17.7        2.38        0.61     1.5e-16        6.32       0.784       0.371        0.73        0.41        35.5          19        18.2          19        18.2       0.699       0.932       0.788       0.712       0.953
cement152-anm-00804.dat            6.31       -2.52       -3.04    2.42e-16          15       0.782       0.945      -0.234        5.92       0.835       0.422       0.789       0.477        29.4        26.1          15        26.1          15       0.541       0.922       0.664       0.617       0.966
cement152-anm-00805.dat            5.85        6.53       -2.59       0.888          17       0.837       0.106       0.107        6.18       0.795       0.345       0.721       0.473        34.1        22.3        12.6        22.2        12.7       0.462       0.869       0.597       0.516       0.933
cement152-anm-00807.dat            4.52       -4.16       -5.03       0.411        18.5        4.88        2.68        1.06        6.95       0.692       0.245       0.586       0.413        36.3        19.8        9.96        18.7        9.43       0.362       0.785       0.508        0.39       0.877
cement152-anm-00808.dat               8        4.29      -0.542      -0.825        23.8       -1.72     2.1e-16        3.12         6.2       0.788       0.337        0.73       0.434        47.6        24.7        20.5        22.6        23.6       0.719       0.918       0.803       0.708       0.942
cement152-anm-00809.dat            5.66        2.85       -1.56       0.204        14.7      -0.931        1.98       0.711        6.16         0.8       0.384       0.758       0.396        29.5        18.6        15.8        18.6        15.8       0.675       0.946        0.77       0.715       0.966
cement152-anm-00810.dat            4.69        4.05       -2.23       0.584        15.3       0.194        3.08      -0.589        6.47       0.751       0.307        0.68       0.458        29.9        20.4        10.7        20.4        10.7       0.435       0.854       0.574       0.492        0.93
cement152-anm-00818.dat            5.47      0.0705       -1.12      0.0707        11.4       -1.47      -0.186     -0.0932         5.8       0.852       0.478       0.826       0.354        21.7        19.3        13.5        19.3        13.5       0.661       0.963       0.759       0.731       0.983
cement152-anm-00819.dat            6.08      -0.864        1.36    9.87e-17        16.7        0.45       -1.38         0.8        6.52        0.75       0.364       0.701       0.461        33.6        22.1        19.5        22.1        19.5       0.715       0.958         0.8       0.755       0.974
cement152-anm-00821.dat            7.74        0.81        2.49       -1.44        23.2        -1.6    1.96e-16        3.41        6.49       0.758       0.333       0.701       0.478        46.1        32.4        19.7        32.3        19.7       0.511       0.899       0.639       0.572       0.949
cement152-anm-00836.dat            6.77        3.38      -0.428        1.11        17.2       -2.21    2.71e-16       -4.02         6.2       0.795       0.394       0.748       0.396        34.4        21.8        18.4        21.5        18.1       0.664       0.943       0.761       0.705       0.964
cement152-anm-00841.dat            8.87        3.36       0.862       -2.52        25.9        1.83       -2.21        2.37        6.55       0.746       0.342       0.681       0.475        52.6        37.9        28.7        37.7        27.8       0.623       0.943       0.729       0.682       0.969
cement152-anm-00842.dat            4.69        -7.1        1.82    4.49e-16        15.2        0.88       -1.06       0.649        6.44       0.758       0.308       0.672         0.4        30.6        13.6          14        12.5        14.7       0.755       0.896       0.829       0.706       0.925
cement152-anm-00847.dat             6.3        2.35      -0.604      -0.463        14.9      -0.439      -0.691       -1.74        5.93       0.815       0.422       0.774       0.437          29        22.2        14.4          22        14.4       0.572       0.929       0.689       0.638       0.965
cement152-anm-00848.dat            7.09       -6.07        -2.4       4e-16        19.8        1.72       -2.72        1.27        6.38       0.769       0.358       0.703       0.445          40        25.1        18.6        25.1        18.6       0.587       0.923       0.701       0.635       0.954
cement152-anm-00849.dat            6.36       -3.39    4.15e-16      -0.428        15.4         1.8       -1.69       0.312        5.72       0.865       0.413       0.824        0.45        31.3        18.9        14.1        18.9          14       0.575       0.915       0.692       0.619       0.949
cement152-anm-00854.dat            7.04      -0.256    3.13e-17       -1.34        13.4      0.0488     -0.0268       0.292        5.78       0.855       0.525       0.836        0.41          26        22.6        18.5        22.6        18.5       0.763       0.983       0.835       0.819       0.991
cement152-anm-00856.dat              10        2.39       -1.74       0.564        24.1       -0.16        2.55       -1.41        6.04       0.806       0.416       0.761       0.493        47.6        35.2          25        35.2          25        0.61       0.941       0.719       0.673        0.97
cement152-anm-00857.dat            7.06       -2.58       -2.42      -0.674        14.1      -0.175       0.918        0.37        5.67       0.864         0.5       0.832       0.463        27.6        25.2        17.1        25.2        17.1       0.649       0.961       0.749       0.721       0.982
cement152-anm-00862.dat            5.47          -1        0.94        1.89        17.6        2.13        1.17       -3.83        6.58       0.742       0.311       0.675       0.455        35.4        27.1        13.1        26.8        13.2       0.428       0.853       0.568       0.492       0.935
cement152-anm-00868.dat            6.46        2.32       -1.28       0.681        16.2       0.397        2.08       0.133        6.19         0.8       0.398       0.765       0.416        31.4        22.5        19.1        21.7        17.2       0.659        0.95       0.757       0.711       0.971
cement152-anm-00869.dat            6.83        1.05      -0.575      -0.562        14.3        1.11        0.44      -0.388        5.96       0.825       0.477         0.8        0.45        27.8        24.6        19.8        24.4        21.3        0.82        0.99       0.876       0.866       0.995
cement152-anm-00874.dat            7.32        4.46           0       0.281          18        -1.7      -0.934       -2.07        6.09       0.812       0.407       0.738       0.439        35.7        21.3        19.6        21.3        19.6        0.71       0.947       0.796       0.738       0.965
cement152-anm-00878.dat            7.36       -3.81       -2.77       0.297          17        2.79        -1.1      -0.973        5.89       0.837       0.432       0.802       0.423        34.5        26.2        17.6        26.2        17.5       0.582       0.933       0.697       0.648       0.967
cement152-anm-00880.dat            5.63        3.87       -2.81       -1.23          20      -0.932       0.239        1.32        6.55       0.727       0.282       0.651        0.47        40.3        23.8        15.8        23.8        15.8       0.509       0.887       0.637       0.552       0.934
cement152-anm-00881.dat            4.06        3.81       -1.51      -0.782        14.3     -0.0359     0.00453      0.0385        6.22       0.765       0.283       0.684        0.43        29.1        16.4        9.25        16.3        9.32       0.428       0.839       0.568       0.467       0.909
cement152-anm-00882.dat            7.07        3.36        1.33       0.227        19.1       -2.21       -2.08      -0.383        6.01       0.819        0.37       0.764       0.438        38.2        19.5        16.3        19.5        16.3       0.598       0.905        0.71       0.616       0.934
cement152-anm-00884.dat            6.17       -5.04    6.17e-16          -2        14.4       0.363       0.572      0.0855        5.78        0.84       0.427       0.802       0.492        28.5        23.1        16.9        23.1        16.9       0.657       0.959       0.756       0.723        0.98
cement152-anm-00886.dat            4.25       -1.25    1.53e-16        0.91        16.2        1.22           0    7.49e-17        6.57       0.743       0.262       0.655         0.4        32.4        13.9        12.9        12.7        11.1       0.548       0.857        0.67       0.526       0.886
cement152-anm-00888.dat            6.01        4.09        2.25    2.86e-16        16.1       -2.76       0.349       0.532        6.04       0.813       0.374       0.764       0.444        32.2        19.4        14.7        19.4        14.7       0.588        0.92       0.702       0.631       0.951
cement152-anm-00889.dat            5.29        2.68        3.24    2.57e-16          18      -0.386       -2.02        1.31        6.62       0.727       0.294       0.644       0.444          36        23.3        12.8        23.3        12.8       0.442       0.856       0.581       0.496       0.927
cement152-anm-00893.dat            5.33      -0.114        1.81         1.5        14.3        1.03       0.264       -1.93         6.1       0.794       0.374       0.743       0.451        28.1          21        12.7        20.9        12.8       0.529        0.91       0.654       0.596       0.957
cement152-anm-00894.dat            6.66       -2.27        2.74      -0.913        18.4           1       0.127        2.15         6.1       0.803       0.361       0.757       0.455          37        24.5        14.7        24.5        14.7       0.487       0.883       0.619       0.543        0.94
cement152-anm-00896.dat            4.07       -6.42    7.87e-16      -0.811        16.8       0.287         1.5      0.0962        7.02       0.707       0.242       0.602       0.492        33.7        21.4        8.85        21.4        8.85       0.329       0.764       0.477       0.375        0.89
cement152-anm-00900.dat            4.01       -2.22        0.28       0.283        9.48      -0.727         0.4        -2.1        5.93       0.821       0.423       0.785       0.363        18.9        13.7         9.5        13.7         9.5        0.59       0.933       0.704       0.653       0.966
cement152-anm-00910.dat            8.49        5.94       -3.26    4.15e-16        24.2      -0.304       0.935        3.02        6.33       0.771       0.351       0.707       0.516        48.3        39.2        21.2          39        19.6       0.452       0.871       0.589       0.522       0.945
cement152-anm-00918.dat            5.07      -0.626       -3.28       -0.21        13.4       0.561        1.73         1.7        6.06       0.821       0.377       0.778       0.455        26.8        19.5        13.1        19.5        13.1       0.574       0.928       0.691       0.638       0.963
cement152-anm-00922.dat            6.52       0.106       -1.68       0.546        12.3     -0.0329      -0.172       0.111        5.88       0.846       0.528       0.825       0.424        24.4        21.8        19.1        21.8        19.1       0.829       0.991       0.883       0.874       0.995
cement152-anm-00923.dat            4.21      -0.151       -2.39       0.779        10.2      -0.109        1.73       0.685        6.34       0.771       0.414       0.728       0.372        19.4        16.6        10.7        16.2        10.7       0.602       0.944       0.713       0.674       0.974
cement152-anm-00926.dat            5.91       -7.61    9.32e-16       0.479          20        1.94       -1.82       0.684        6.48       0.744       0.295       0.635       0.409        40.3        17.4        15.2        17.4        15.2       0.572       0.877       0.689       0.565       0.906
cement152-anm-00930.dat            5.86        0.45       -2.36       0.458        12.9       0.502        1.55        1.53        5.83       0.848       0.453       0.818       0.434        24.9        18.8        16.1        18.8        16.1       0.744       0.973       0.821       0.795       0.985
cement152-anm-00931.dat            9.66       -1.21       -0.48        -1.8        28.1       0.567        1.74        7.14        6.58       0.745       0.343       0.686       0.429        56.6          28        29.8          28        29.7       0.746       0.927       0.823       0.737       0.949
